"index","Title","Authors","Affiliations","keywords","cite_key","abstract","pdf_url"
"0114","Zero-Shot Logit Adjustment","Dubing Chen, Yuming Shen, Haofeng Zhang, Philip H.S. Torr","","['Computer Vision: Transfer, low-shot, semi- and un- supervised learning', 'Computer Vision: Recognition (object detection, categorization)', 'Computer Vision: Vision and language']","@inproceedings{ijcai2022p114,   title     = {Zero-Shot Logit Adjustment},   author    = {Chen, Dubing and Shen, Yuming and Zhang, Haofeng and Torr, Philip H.S.},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {813--819},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/114},   url       = {https://doi.org/10.24963/ijcai.2022/114}, }","Semantic-descriptor-based Generalized Zero-Shot Learning (GZSL) poses challenges in recognizing novel classes in the test phase. The development of generative models enables current GZSL techniques to probe further into the semantic-visual link, culminating in a two-stage form that includes a generator and a classifier. However, existing generation-based methods focus on enhancing the generator's effect while neglecting the improvement of the classifier. In this paper, we first analyze of two properties of the generated pseudo unseen samples: bias and homogeneity. Then, we perform variational Bayesian inference to back-derive the evaluation metrics, which reflects the balance of the seen and unseen classes. As a consequence of our derivation, the aforementioned two properties are incorporated into the classifier training as seen-unseen priors via logit adjustment. The Zero-Shot Logit Adjustment further puts semantic-based classifiers into effect in generation-based GZSL. Our experiments demonstrate that the proposed technique achieves state-of-the-art when combined with the basic generator, and it can improve various generative Zero-Shot Learning frameworks. Our codes are available on https://github.com/cdb342/IJCAI-2022-ZLA.","https://www.ijcai.org/proceedings/2022/0114.pdf"
"0115","Uncertainty-Aware Representation Learning for Action Segmentation","Lei Chen, Muheng Li, Yueqi Duan, Jie Zhou, Jiwen Lu","","['Computer Vision: Action and Behaviour Recognition']","@inproceedings{ijcai2022p115,   title     = {Uncertainty-Aware Representation Learning for Action Segmentation},   author    = {Chen, Lei and Li, Muheng and Duan, Yueqi and Zhou, Jie and Lu, Jiwen},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {820--826},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/115},   url       = {https://doi.org/10.24963/ijcai.2022/115}, }","In this paper, we propose an uncertainty-aware representation Learning (UARL) method for action segmentation. Most existing action segmentation methods exploit continuity information of the action period to predict frame-level labels, which ignores the temporal ambiguity of the transition region between two actions. Moreover, similar periods of different actions, e.g., the beginning of some actions, will confuse the network if they are annotated with different labels, which causes spatial ambiguity. To address this, we design the UARL to exploit the transitional expression between two action periods by uncertainty learning. Specially, we model every frame of actions with an active distribution that represents the probabilities of different actions, which captures the uncertainty of the action and exploits the tendency during the action. We evaluate our method on three popular action prediction datasets: Breakfast, Georgia Tech Egocentric Activities (GTEA), and 50Salads. The experimental results demonstrate that our method achieves the performance with state-of-the-art.","https://www.ijcai.org/proceedings/2022/0115.pdf"
"0116","AutoAlign: Pixel-Instance Feature Aggregation for Multi-Modal 3D Object Detection","Zehui Chen, Zhenyu Li, Shiquan Zhang, Liangji Fang, Qinhong Jiang, Feng Zhao, Bolei Zhou, Hang Zhao","","['Computer Vision: Recognition (object detection, categorization)', 'Computer Vision: 3D Computer Vision', 'Machine Learning: Multi-modal learning']","@inproceedings{ijcai2022p116,   title     = {AutoAlign: Pixel-Instance Feature Aggregation for Multi-Modal 3D Object Detection},   author    = {Chen, Zehui and Li, Zhenyu and Zhang, Shiquan and Fang, Liangji and Jiang, Qinhong and Zhao, Feng and Zhou, Bolei and Zhao, Hang},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {827--833},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/116},   url       = {https://doi.org/10.24963/ijcai.2022/116}, }","Object detection through either RGB images or the LiDAR point clouds has been extensively explored in autonomous driving. However, it remains challenging to make these two data sources complementary and beneficial to each other.  In this paper, we propose AutoAlign, an automatic feature fusion strategy for 3D object detection. Instead of establishing deterministic correspondence with camera projection matrix, we model the mapping relationship between the image and point clouds with a learnable alignment map. This map enables our model to automate the alignment of non-homogenous features in a dynamic and data-driven manner. Specifically, a cross-attention feature alignment module is devised to adaptively aggregate pixel-level image features for each voxel. To enhance the semantic consistency during feature alignment, we also design a self-supervised cross-modal feature interaction module, through which the model can learn feature aggregation with instance-level feature guidance. Extensive experimental results show that our approach can lead to 2.3 mAP and 7.0 mAP improvements on the KITTI and nuScenes datasets respectively. Notably, our best model reaches 70.9 NDS on the nuScenes testing leaderboard, achieving competitive performance among various state-of-the-arts.","https://www.ijcai.org/proceedings/2022/0116.pdf"
"0117","Unsupervised Multi-Modal Medical Image Registration via Discriminator-Free Image-to-Image Translation","Zekang Chen, Jia Wei, Rui Li","","['Computer Vision: Biomedical Image Analysis', 'Machine Learning: Multi-modal learning', 'Machine Learning: Unsupervised Learning']","@inproceedings{ijcai2022p117,   title     = {Unsupervised Multi-Modal Medical Image Registration via Discriminator-Free Image-to-Image Translation},   author    = {Chen, Zekang and Wei, Jia and Li, Rui},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {834--840},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/117},   url       = {https://doi.org/10.24963/ijcai.2022/117}, }","In clinical practice, well-aligned multi-modal images, such as Magnetic Resonance (MR) and Computed Tomography (CT), together can provide complementary information for image-guided therapies. Multi-modal image registration is essential for the accurate alignment of these multi-modal images. However, it remains a very challenging task due to complicated and unknown spatial correspondence between different modalities. In this paper, we propose a novel translation-based unsupervised deformable image registration approach to convert the multi-modal registration problem to a mono-modal one. Specifically, our approach incorporates a discriminator-free translation network to facilitate the training of the registration network and a patchwise contrastive loss to encourage the translation network to preserve object shapes. Furthermore, we propose to replace an adversarial loss, that is widely used in previous multi-modal image registration methods, with a pixel loss in order to integrate the output of translation into the target modality. This leads to an unsupervised method requiring no ground-truth deformation or pairs of aligned images for training. We evaluate four variants of our approach on the public Learn2Reg 2021 datasets. The experimental results demonstrate that the proposed architecture achieves state-of-the-art performance. Our code is available at https://github.com/heyblackC/DFMIR.","https://www.ijcai.org/proceedings/2022/0117.pdf"
"0118","SpanConv: A New Convolution via Spanning Kernel Space for Lightweight Pansharpening","Zhi-Xuan Chen, Cheng Jin, Tian-Jing Zhang, Xiao Wu, Liang-Jian Deng","","['Computer Vision: Machine Learning for Vision', 'Computer Vision: Computational photography', 'Machine Learning: Applications', 'Machine Learning: Convolutional Networks']","@inproceedings{ijcai2022p118,   title     = {SpanConv: A New Convolution via Spanning Kernel Space for Lightweight Pansharpening},   author    = {Chen, Zhi-Xuan and Jin, Cheng and Zhang, Tian-Jing and Wu, Xiao and Deng, Liang-Jian},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {841--847},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/118},   url       = {https://doi.org/10.24963/ijcai.2022/118}, }","Standard convolution operations can effectively perform feature extraction and representation but result in high computational cost, largely due to the generation of the original convolution kernel corresponding to the channel dimension of the feature map, which will cause unnecessary redundancy. In this paper, we focus on kernel generation and present an interpretable span strategy, named SpanConv, for the effective construction of kernel space. Specifically, we first learn two navigated kernels with single channel as bases, then extend the two kernels by learnable coefficients, and finally span the two sets of kernels by their linear combination to construct the so-called SpanKernel. The proposed SpanConv is realized by replacing plain convolution kernel by SpanKernel. To verify the effectiveness of SpanConv, we design a simple network with SpanConv. Experiments demonstrate the proposed network significantly reduces parameters comparing with benchmark networks for remote sensing pansharpening, while achieving competitive performance and excellent generalization. Code is available at https://github.com/zhi-xuan-chen/IJCAI-2022 SpanConv.","https://www.ijcai.org/proceedings/2022/0118.pdf"
"0119","Robust Single Image Dehazing Based on Consistent and Contrast-Assisted Reconstruction","De Cheng, Yan Li, Dingwen Zhang, Nannan Wang, Xinbo Gao, Jiande Sun","","['Computer Vision: Machine Learning for Vision', 'Computer Vision: Structural and Model-Based Approaches, Knowledge Representation and Reasoning', 'Computer Vision: Visual reasoning and symbolic representation', 'Computer Vision: Recognition (object detection, categorization)']","@inproceedings{ijcai2022p119,   title     = {Robust Single Image Dehazing Based on Consistent and Contrast-Assisted Reconstruction},   author    = {Cheng, De and Li, Yan and Zhang, Dingwen and Wang, Nannan and Gao, Xinbo and Sun, Jiande},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {848--854},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/119},   url       = {https://doi.org/10.24963/ijcai.2022/119}, }","Single image dehazing as a fundamental low-level vision task, is essential for the development of robust intelligent surveillance system. In this paper, we make an early effort to consider dehazing robustness under variational haze density, which is a realistic while under-studied problem in the research filed of singe image dehazing. To properly address this problem, we propose a novel density-variational learning framework to improve the robustness of the image dehzing model assisted by a variety of negative hazy images, to better deal with various complex hazy scenarios. Specifically, the dehazing network is optimized under the consistency-regularized framework with the proposed Contrast-Assisted Reconstruction Loss (CARL). The CARL can fully exploit the negative information to facilitate the traditional positive-orient dehazing objective function, by squeezing the dehazed image to its clean target from different directions. Meanwhile, the consistency regularization keeps consistent outputs given multi-level hazy images, thus improving the model robustness. Extensive experimental results on two synthetic and  three real-world datasets demonstrate that our method significantly surpasses the state-of-the-art approaches.","https://www.ijcai.org/proceedings/2022/0119.pdf"
"0120","I²R-Net: Intra- and Inter-Human Relation Network for Multi-Person Pose Estimation","Yiwei Ding, Wenjin Deng, Yinglin Zheng, Pengfei Liu, Meihong Wang, Xuan Cheng, Jianmin Bao, Dong Chen, Ming Zeng","","['Computer Vision: Biometrics, Face, Gesture and Pose Recognition', 'Computer Vision: Action and Behaviour Recognition', 'Computer Vision: Recognition (object detection, categorization)']","@inproceedings{ijcai2022p120,   title     = {I²R-Net: Intra- and Inter-Human Relation Network for Multi-Person Pose Estimation},   author    = {Ding, Yiwei and Deng, Wenjin and Zheng, Yinglin and Liu, Pengfei and Wang, Meihong and Cheng, Xuan and Bao, Jianmin and Chen, Dong and Zeng, Ming},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {855--862},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/120},   url       = {https://doi.org/10.24963/ijcai.2022/120}, }","In this paper, we present the Intra- and Inter-Human Relation Networks I²R-Net for Multi-Person Pose Estimation. It involves two basic modules. First, the Intra-Human Relation Module operates on a single person and aims to capture Intra-Human dependencies. Second, the Inter-Human Relation Module considers the relation between multiple instances and focuses on capturing Inter-Human interactions. The Inter-Human Relation Module can be designed very lightweight by reducing the resolution of feature map, yet learn useful relation information to significantly boost the performance of the Intra-Human Relation Module. Even without bells and whistles, our method can compete or outperform current competition winners. We conduct extensive experiments on COCO, CrowdPose, and OCHuman datasets. The results demonstrate that the proposed model surpasses all the state-of-the-art methods. Concretely, the proposed method achieves 77.4% AP on CrowPose dataset and 67.8% AP on OCHuman dataset respectively, outperforming existing methods by a large margin. Additionally, the ablation study and visualization analysis also prove the effectiveness of our model.","https://www.ijcai.org/proceedings/2022/0120.pdf"
"0121","Region-Aware Metric Learning for Open World Semantic Segmentation via Meta-Channel Aggregation","Hexin Dong, Zifan Chen, Mingze Yuan, Yutong Xie, Jie Zhao, Fei Yu, Bin Dong, Li Zhang","","['Computer Vision: Segmentation', 'Computer Vision: Representation Learning', 'Computer Vision: Transfer, low-shot, semi- and un- supervised learning']","@inproceedings{ijcai2022p121,   title     = {Region-Aware Metric Learning for Open World Semantic Segmentation via Meta-Channel Aggregation},   author    = {Dong, Hexin and Chen, Zifan and Yuan, Mingze and Xie, Yutong and Zhao, Jie and Yu, Fei and Dong, Bin and Zhang, Li},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {863--869},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/121},   url       = {https://doi.org/10.24963/ijcai.2022/121}, }","As one of the most challenging and practical segmentation tasks, open-world semantic segmentation requires the model to segment the anomaly regions in the images and incrementally learn to segment out-of-distribution (OOD) objects, especially under a few-shot condition. The current state-of-the-art (SOTA) method, Deep Metric Learning Network (DMLNet), relies on pixel-level metric learning, with which the identification of similar regions having different semantics is difficult. Therefore, we propose a method called region-aware metric learning (RAML), which first separates the regions of the images and generates region-aware features for further metric learning. RAML improves the integrity of the segmented anomaly regions. Moreover, we propose a novel meta-channel aggregation (MCA) module to further separate anomaly regions, forming high-quality sub-region candidates and thereby improving the model performance for OOD objects. To evaluate the proposed RAML, we have conducted extensive experiments and ablation studies on Lost And Found and Road Anomaly datasets for anomaly segmentation and the CityScapes dataset for incremental few-shot learning. The results show that the proposed RAML achieves SOTA performance in both stages of open world segmentation. Our code and appendix are available at https://github.com/czifan/RAML.","https://www.ijcai.org/proceedings/2022/0121.pdf"
"0122","MNet: Rethinking 2D/3D Networks for Anisotropic Medical Image Segmentation","Zhangfu Dong, Yuting He, Xiaoming Qi, Yang Chen, Huazhong Shu, Jean-Louis Coatrieux, Guanyu Yang, Shuo Li","","['Computer Vision: Biomedical Image Analysis', 'Computer Vision: Segmentation', 'Computer Vision: 3D Computer Vision']","@inproceedings{ijcai2022p122,   title     = {MNet: Rethinking 2D/3D Networks for Anisotropic Medical Image Segmentation},   author    = {Dong, Zhangfu and He, Yuting and Qi, Xiaoming and Chen, Yang and Shu, Huazhong and Coatrieux, Jean-Louis and Yang, Guanyu and Li, Shuo},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {870--876},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/122},   url       = {https://doi.org/10.24963/ijcai.2022/122}, }","The nature of thick-slice scanning causes severe inter-slice discontinuities of 3D medical images, and the vanilla 2D/3D convolutional neural networks (CNNs) fail to represent sparse inter-slice information and dense intra-slice information in a balanced way, leading to severe underfitting to inter-slice features (for vanilla 2D CNNs) and overfitting to noise from long-range slices (for vanilla 3D CNNs). In this work, a novel mesh network (MNet) is proposed to balance the spatial representation inter axes via learning. 1) Our MNet latently fuses plenty of representation processes by embedding multi-dimensional convolutions deeply into basic modules, making the selections of representation processes flexible, thus balancing representation for sparse inter-slice information and dense intra-slice information adaptively. 2) Our MNet latently fuses multi-dimensional features inside each basic module, simultaneously taking the advantages of 2D (high segmentation accuracy of the easily recognized regions in 2D view) and 3D (high smoothness of 3D organ contour) representations, thus obtaining more accurate modeling for target regions. Comprehensive experiments are performed on four public datasets (CT\&MR), the results consistently demonstrate the proposed MNet outperforms the other methods. The code and datasets are available at: https://github.com/zfdong-code/MNet","https://www.ijcai.org/proceedings/2022/0122.pdf"
"0123","ICGNet: Integration Context-based Reverse-Contour Guidance Network  for Polyp Segmentation","Xiuquan Du, Xuebin Xu, Kunpeng Ma","","['Computer Vision: Biomedical Image Analysis', 'Computer Vision: Segmentation', 'Multidisciplinary Topics and Applications: Health and Medicine']","@inproceedings{ijcai2022p123,   title     = {ICGNet: Integration Context-based Reverse-Contour Guidance Network  for Polyp Segmentation},   author    = {Du, Xiuquan and Xu, Xuebin and Ma, Kunpeng},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {877--883},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/123},   url       = {https://doi.org/10.24963/ijcai.2022/123}, }","Precise segmentation of polyps from colonoscopic images is extremely significant for the early diagnosis and treatment of colorectal cancer. However, it is still a challenging task due to: (1)the boundary between the polyp and the background is blurred makes delineation difficult; (2)the various size and shapes causes feature representation of polyps difficult. In this paper, we propose an integration context-based reverse-contour guidance network (ICGNet) to solve these challenges. The ICGNet firstly utilizes a reverse-contour guidance module to aggregate low-level edge detail information and meanwhile constraint reverse region. Then, the newly designed adaptive context module is used to adaptively extract local-global information of the current layer and complementary information of the previous layer to get larger and denser features. Lastly, an innovative hybrid pyramid pooling fusion module fuses the multi-level features generated from the decoder in the case of considering salient features and less background. Our proposed approach is evaluated on the EndoScene, Kvasir-SEG and CVC-ColonDB datasets with eight evaluation metrics, and gives competitive results compared with other state-of-the-art methods in both learning ability and generalization capability.","https://www.ijcai.org/proceedings/2022/0123.pdf"
"0124","SVTR: Scene Text Recognition with a Single Visual Model","Yongkun Du, Zhineng Chen, Caiyan Jia, Xiaoting Yin, Tianlun Zheng, Chenxia Li, Yuning Du, Yu-Gang Jiang","","['Computer Vision: Recognition (object detection, categorization)', 'Computer Vision: Scene analysis and understanding']","@inproceedings{ijcai2022p124,   title     = {SVTR: Scene Text Recognition with a Single Visual Model},   author    = {Du, Yongkun and Chen, Zhineng and Jia, Caiyan and Yin, Xiaoting and Zheng, Tianlun and Li, Chenxia and Du, Yuning and Jiang, Yu-Gang},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {884--890},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/124},   url       = {https://doi.org/10.24963/ijcai.2022/124}, }","Dominant scene text recognition models commonly contain two building blocks, a visual model for feature extraction and a sequence model for text transcription. This hybrid architecture, although accurate, is complex and less efficient. In this study, we propose a Single Visual model for Scene Text recognition within the patch-wise image tokenization framework, which dispenses with the sequential modeling entirely. The method, termed SVTR, firstly decomposes an image text into small patches named character components. Afterward, hierarchical stages are recurrently carried out by component-level mixing, merging and/or combining. Global and local mixing blocks are devised to perceive the inter-character and intra-character patterns, leading to a multi-grained character component perception. Thus, characters are recognized by a simple linear prediction. Experimental results on both English and Chinese scene text recognition tasks demonstrate the effectiveness of SVTR. SVTR-L (Large) achieves highly competitive accuracy in English and outperforms existing methods by a large margin in Chinese, while running faster. In addition, SVTR-T (Tiny) is an effective and much smaller model, which shows appealing speed at inference. The code is publicly available at https://github.com/PaddlePaddle/PaddleOCR.","https://www.ijcai.org/proceedings/2022/0124.pdf"
"0125","Learning Coated Adversarial Camouflages for Object Detectors","Yexin Duan, Jialin Chen, Xingyu Zhou, Junhua Zou, Zhengyun He, Jin Zhang, Wu Zhang, Zhisong Pan","","['Computer Vision: Adversarial learning, adversarial attack and defense methods', 'Machine Learning: Adversarial Machine Learning']","@inproceedings{ijcai2022p125,   title     = {Learning Coated Adversarial Camouflages for Object Detectors},   author    = {Duan, Yexin and Chen, Jialin and Zhou, Xingyu and Zou, Junhua and He, Zhengyun and Zhang, Jin and Zhang, Wu and Pan, Zhisong},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {891--897},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/125},   url       = {https://doi.org/10.24963/ijcai.2022/125}, }","An adversary can fool deep neural network object detectors by generating adversarial noises. Most of the existing works focus on learning local visible noises in an adversarial ""patch"" fashion. However, the 2D patch attached to a 3D object tends to suffer from an inevitable reduction in attack performance as the viewpoint changes. To remedy this issue, this work proposes the Coated Adversarial Camouflage (CAC) to attack the detectors in arbitrary viewpoints. Unlike the patch trained in the 2D space, our camouflage generated by a conceptually different training framework consists of 3D rendering and dense proposals attack. Specifically, we make the camouflage perform 3D spatial transformations according to the pose changes of the object. Based on the multi-view rendering results, the top-n proposals of the region proposal network are fixed, and all the classifications in the fixed dense proposals are attacked simultaneously to output errors. In addition, we build a virtual 3D scene to fairly and reproducibly evaluate different attacks. Extensive experiments demonstrate the superiority of CAC over the existing attacks, and it shows impressive performance both in the virtual scene and the real world. This poses a potential threat to the security-critical computer vision systems.","https://www.ijcai.org/proceedings/2022/0125.pdf"
"0126","D-DPCC: Deep Dynamic Point Cloud Compression via 3D Motion Prediction","Tingyu Fan, Linyao Gao, Yiling Xu, Zhu Li, Dong Wang","","['Computer Vision: Computational photography', 'Computer Vision: 3D Computer Vision']","@inproceedings{ijcai2022p126,   title     = {D-DPCC: Deep Dynamic Point Cloud Compression via 3D Motion Prediction},   author    = {Fan, Tingyu and Gao, Linyao and Xu, Yiling and Li, Zhu and Wang, Dong},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {898--904},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/126},   url       = {https://doi.org/10.24963/ijcai.2022/126}, }","The non-uniformly distributed nature of the 3D Dynamic Point Cloud (DPC) brings significant challenges to its high-efficient inter-frame compression. This paper proposes a novel 3D sparse convolution-based Deep Dynamic Point Cloud Compression (D-DPCC) network to compensate and compress the DPC geometry with 3D motion estimation and motion compensation in the feature space. In the proposed D-DPCC network, we design a Multi-scale Motion Fusion (MMF) module to accurately estimate the 3D optical flow between the feature representations of adjacent point cloud frames. Specifically, we utilize a 3D sparse convolution-based encoder to obtain the latent representation for motion estimation in the feature space and introduce the proposed MMF module for fused 3D motion embedding. Besides, for motion compensation, we propose a 3D Adaptively Weighted Interpolation (3DAWI) algorithm with a penalty coefficient to adaptively decrease the impact of distant neighbours. We compress the motion embedding and the residual with a lossy autoencoder-based network. To our knowledge, this paper is the first work proposing an end-to-end deep dynamic point cloud compression framework. The experimental result shows that the proposed D-DPCC framework achieves an average 76% BD-Rate (Bjontegaard Delta Rate) gains against state-of-the-art Video-based Point Cloud Compression (V-PCC) v13 in inter mode.","https://www.ijcai.org/proceedings/2022/0126.pdf"
"0127","SparseTT: Visual Tracking with Sparse Transformers","Zhihong Fu, Zehua Fu, Qingjie Liu, Wenrui Cai, Yunhong Wang","","['Computer Vision: Motion and Tracking']","@inproceedings{ijcai2022p127,   title     = {SparseTT: Visual Tracking with Sparse Transformers},   author    = {Fu, Zhihong and Fu, Zehua and Liu, Qingjie and Cai, Wenrui and Wang, Yunhong},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {905--912},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/127},   url       = {https://doi.org/10.24963/ijcai.2022/127}, }","Transformers have been successfully applied to the visual tracking task and significantly promote tracking performance. The self-attention mechanism designed to model long-range dependencies is the key to the success of Transformers. However, self-attention lacks focusing on the most relevant information in the search regions, making it easy to be distracted by background. In this paper, we relieve this issue with a sparse attention mechanism by focusing the most relevant information in the search regions, which enables a much accurate tracking. Furthermore, we introduce a double-head predictor to boost the accuracy of foreground-background classification and regression of target bounding boxes, which further improve the tracking performance. Extensive experiments show that, without bells and whistles, our method significantly outperforms the state-of-the-art approaches on LaSOT, GOT-10k, TrackingNet, and UAV123, while running at 40 FPS. Notably, the training time of our method is reduced by 75% compared to that of TransT. The source code and models are available at https://github.com/fzh0917/SparseTT.","https://www.ijcai.org/proceedings/2022/0127.pdf"
"0128","Lightweight Bimodal Network for Single-Image Super-Resolution via Symmetric CNN and Recursive Transformer","Guangwei Gao, Zhengxue Wang, Juncheng Li, Wenjie Li, Yi Yu, Tieyong Zeng","","['Computer Vision: Machine Learning for Vision', 'Computer Vision: Computational photography', 'Computer Vision: Representation Learning', 'Machine Learning: Feature Extraction, Selection and Dimensionality Reduction']","@inproceedings{ijcai2022p128,   title     = {Lightweight Bimodal Network for Single-Image Super-Resolution via Symmetric CNN and Recursive Transformer},   author    = {Gao, Guangwei and Wang, Zhengxue and Li, Juncheng and Li, Wenjie and Yu, Yi and Zeng, Tieyong},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {913--919},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/128},   url       = {https://doi.org/10.24963/ijcai.2022/128}, }","Single-image super-resolution (SISR) has achieved significant breakthroughs with the development of deep learning. However, these methods are difficult to be applied in real-world scenarios since they are inevitably accompanied by the problems of computational and memory costs caused by the complex operations. To solve this issue, we propose a Lightweight Bimodal Network (LBNet) for SISR. Specifically, an effective Symmetric CNN is designed for local feature extraction and coarse image reconstruction. Meanwhile, we propose a Recursive Transformer to fully learn the long-term dependence of images thus the global information can be fully used to further refine texture details. Studies show that the hybrid of CNN and Transformer can build a more efficient model. Extensive experiments have proved that our LBNet achieves more prominent performance than other state-of-the-art methods with a relatively low computational cost and memory consumption. The code is available at https://github.com/IVIPLab/LBNet.","https://www.ijcai.org/proceedings/2022/0128.pdf"
"0129","Region-Aware Temporal Inconsistency Learning for DeepFake Video Detection","Zhihao Gu, Taiping Yao, Yang Chen, Ran Yi, Shouhong Ding, Lizhuang Ma","","['Computer Vision: Biometrics, Face, Gesture and Pose Recognition']","@inproceedings{ijcai2022p129,   title     = {Region-Aware Temporal Inconsistency Learning for DeepFake Video Detection},   author    = {Gu, Zhihao and Yao, Taiping and Chen, Yang and Yi, Ran and Ding, Shouhong and Ma, Lizhuang},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {920--926},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/129},   url       = {https://doi.org/10.24963/ijcai.2022/129}, }","The rapid development of face forgery techniques has drawn growing attention due to security concerns.  Existing deepfake video detection methods always attempt to capture the discriminative features by directly exploiting static temporal convolution to mine temporal inconsistency, without explicit exploration on the diverse temporal dynamics of different forged regions. To effectively and comprehensively capture the various inconsistency, in this paper, we propose a novel Region-Aware Temporal Filter (RATF) module which automatically generates corresponding temporal filters for different spatial regions. Specifically, we decouple the dynamic temporal kernel into a set of region-agnostic basic filters and region-sensitive aggregation weights. And different weights guide the corresponding regions to adaptively learn temporal inconsistency, which greatly enhances the overall representational ability. Moreover, to cover the long-term temporal dynamics, we divide the video into multiple snippets and propose a Cross-Snippet Attention (CSA) to promote the cross-snippet information interaction. Extensive experiments and visualizations on several benchmarks demonstrate the effectiveness of our method against state-of-the-art competitors.","https://www.ijcai.org/proceedings/2022/0129.pdf"
