"index","Title","Authors","Affiliations","keywords","cite_key","abstract","pdf_url"
"25156","Weakly-Supervised Camouflaged Object Detection with Scribble Annotations","['Ruozhen He', 'Qihua Dong', 'Jiaying Lin', 'Rynson W.H. Lau']","['City University of Hong Kong', 'City University of Hong Kong', 'City University of Hong Kong', 'City University of Hong Kong']","['CV: Low Level & Physics-Based Vision', 'CV: Object Detection & Categorization']","He, R., Dong, Q., Lin, J., & W.H. Lau, R. (2023). Weakly-Supervised Camouflaged Object Detection with Scribble Annotations. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 781-789. https://doi.org/10.1609/aaai.v37i1.25156","Abstract 					Existing camouflaged object detection (COD) methods rely heavily on large-scale datasets with pixel-wise annotations. However, due to the ambiguous boundary, annotating camouflage objects pixel-wisely is very time-consuming and labor-intensive, taking ~60mins to label one image. In this paper, we propose the first weakly-supervised COD method, using scribble annotations as supervision. To achieve this, we first relabel 4,040 images in existing camouflaged object datasets with scribbles, which takes ~10s to label one image. As scribble annotations only describe the primary structure of objects without details, for the network to learn to localize the boundaries of camouflaged objects, we propose a novel consistency loss composed of two parts: a cross-view loss to attain reliable consistency over different images, and an inside-view loss to maintain consistency inside a single prediction map. Besides, we observe that humans use semantic information to segment regions near the boundaries of camouflaged objects. Hence, we further propose a feature-guided loss, which includes visual features directly extracted from images and semantically significant features captured by the model. Finally, we propose a novel network for COD via scribble learning on structural information and semantic relations. Our network has two novel modules: the local-context contrasted (LCC) module, which mimics visual inhibition to enhance image contrast/sharpness and expand the scribbles into potential camouflaged regions, and the logical semantic relation (LSR) module, which analyzes the semantic relation to determine the regions representing the camouflaged object. Experimental results show that our model outperforms relevant SOTA methods on three COD benchmarks with an average improvement of 11.0% on MAE, 3.2% on S-measure, 2.5% on E-measure, and 4.4% on weighted F-measure.","https://ojs.aaai.org/index.php/AAAI/article/view/25156/24928"
"25157","Efficient Mirror Detection via Multi-Level Heterogeneous Learning","['Ruozhen He', 'Jiaying Lin', 'Rynson W.H. Lau']","['City University of Hong Kong', 'City University of Hong Kong', 'City University of Hong Kong']","['CV: Low Level & Physics-Based Vision', 'CV: Object Detection & Categorization']","He, R., Lin, J., & W.H. Lau, R. (2023). Efficient Mirror Detection via Multi-Level Heterogeneous Learning. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 790-798. https://doi.org/10.1609/aaai.v37i1.25157","Abstract 					We present HetNet (Multi-level Heterogeneous Network), a highly efficient mirror detection network. Current mirror detection methods focus more on performance than efficiency, limiting the real-time applications (such as drones). Their lack of efficiency is aroused by the common design of adopting homogeneous modules at different levels, which ignores the difference between different levels of features. In contrast, HetNet detects potential mirror regions initially through low-level understandings (e.g., intensity contrasts) and then combines with high-level understandings (contextual discontinuity for instance) to finalize the predictions. To perform accurate yet efficient mirror detection, HetNet follows an effective architecture that obtains specific information at different stages to detect mirrors. We further propose a multi-orientation intensity-based contrasted module (MIC) and a reflection semantic logical module (RSL), equipped on HetNet, to predict potential mirror regions by low-level understandings and analyze semantic logic in scenarios by high-level understandings, respectively. Compared to the state-of-the-art method, HetNet runs 664% faster and draws an average performance gain of 8.9% on MAE, 3.1% on IoU, and 2.0% on F-measure on two mirror detection benchmarks. The code is available at https://github.com/Catherine-R-He/HetNet.","https://ojs.aaai.org/index.php/AAAI/article/view/25157/24929"
"25158","TransVCL: Attention-Enhanced Video Copy Localization Network with Flexible Supervision","['Sifeng He', 'Yue He', 'Minlong Lu', 'Chen Jiang', 'Xudong Yang', 'Feng Qian', 'Xiaobo Zhang', 'Lei Yang', 'Jiandong Zhang']","['Ant Group', 'Ant Group', 'Ant Group', 'Ant Group', 'Ant Group', 'Ant Group', 'Ant Group', 'Ant Group', 'CPCC']","['CV: Image and Video Retrieval', 'CV: Applications', 'CV: Video Understanding & Activity Analysis']","He, S., He, Y., Lu, M., Jiang, C., Yang, X., Qian, F., Zhang, X., Yang, L., & Zhang, J. (2023). TransVCL: Attention-Enhanced Video Copy Localization Network with Flexible Supervision. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 799-807. https://doi.org/10.1609/aaai.v37i1.25158","Abstract 					Video copy localization aims to precisely localize all the copied segments within a pair of untrimmed videos in video retrieval applications. Previous methods typically start from frame-to-frame similarity matrix generated by cosine similarity between frame-level features of the input video pair, and then detect and refine the boundaries of copied segments on similarity matrix under temporal constraints. In this paper, we propose TransVCL: an attention-enhanced video copy localization network, which is optimized directly from initial frame-level features and trained end-to-end with three main components: a customized Transformer for feature enhancement, a correlation and softmax layer for similarity matrix generation, and a temporal alignment module for copied segments localization. In contrast to previous methods demanding the handcrafted similarity matrix, TransVCL incorporates long-range temporal information between feature sequence pair using self- and cross- attention layers. With the joint design and optimization of three components, the similarity matrix can be learned to present more discriminative copied patterns, leading to significant improvements over previous methods on segment-level labeled datasets (VCSL and VCDB). Besides the state-of-the-art performance in fully supervised setting, the attention architecture facilitates TransVCL to further exploit unlabeled or simply video-level labeled data. Additional experiments of supplementing video-level labeled datasets including SVD and FIVR reveal the high flexibility of TransVCL from full supervision to semi-supervision (with or without video-level annotation). Code is publicly available at https://github.com/transvcl/TransVCL.","https://ojs.aaai.org/index.php/AAAI/article/view/25158/24930"
"25159","Open-Vocabulary Multi-Label Classification via Multi-Modal Knowledge Transfer","['Sunan He', 'Taian Guo', 'Tao Dai', 'Ruizhi Qiao', 'Xiujun Shu', 'Bo Ren', 'Shu-Tao Xia']","['Tsinghua University\nShenzhen University\nYouTu Lab, Tencent', 'YouTu Lab, Tencent', 'Shenzhen University', 'YouTu Lab, Tencent', 'YouTu Lab, Tencent', 'YouTu Lab, Tencent', 'Tsinghua University\nPeng Cheng Laboratory']","['CV: Multi-modal Vision', 'CV: Language and Vision', 'ML: Multi-Class/Multi-Label Learning & Extreme Classification']","He, S., Guo, T., Dai, T., Qiao, R., Shu, X., Ren, B., & Xia, S.-T. (2023). Open-Vocabulary Multi-Label Classification via Multi-Modal Knowledge Transfer. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 808-816. https://doi.org/10.1609/aaai.v37i1.25159","Abstract 					Real-world recognition system often encounters the challenge of unseen labels. To identify such unseen labels, multi-label zero-shot learning (ML-ZSL) focuses on transferring knowledge by a pre-trained textual label embedding (e.g., GloVe). However, such methods only exploit single-modal knowledge from a language model, while ignoring the rich semantic information inherent in image-text pairs. Instead, recently developed open-vocabulary (OV) based methods succeed in exploiting such information of image-text pairs in object detection, and achieve impressive performance. Inspired by the success of OV-based methods, we propose a novel open-vocabulary framework, named multi-modal knowledge transfer (MKT), for multi-label classification. Specifically, our method exploits multi-modal knowledge of image-text pairs based on a vision and language pre-training (VLP) model. To facilitate transferring the image-text matching ability of VLP model, knowledge distillation is employed to guarantee the consistency of image and label embeddings, along with prompt tuning to further update the label embeddings. To further enable the recognition of multiple objects, a simple but effective two-stream module is developed to capture both local and global features. Extensive experimental results show that our method significantly outperforms state-of-the-art methods on public benchmark datasets.","https://ojs.aaai.org/index.php/AAAI/article/view/25159/24931"
"25160","Parameter-Efficient Model Adaptation for Vision Transformers","['Xuehai He', 'Chunyuan Li', 'Pengchuan Zhang', 'Jianwei Yang', 'Xin Eric Wang']","['University of California, Santa Cruz', 'Microsoft Research', 'Microsoft Research', 'Microsoft Research', 'University of California, Santa Cruz']","['CV: Learning & Optimization for CV', 'CV: Language and Vision', 'CV: Representation Learning for Vision', 'ML: Transfer', 'Domain Adaptation', 'Multi-Task Learning']","He, X., Li, C., Zhang, P., Yang, J., & Wang, X. E. (2023). Parameter-Efficient Model Adaptation for Vision Transformers. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 817-825. https://doi.org/10.1609/aaai.v37i1.25160","Abstract 					In computer vision, it has achieved great transfer learning performance via adapting large-scale pretrained vision models (e.g., vision transformers) to downstream tasks. Common approaches for model adaptation either update all model parameters or leverage linear probes. In this paper, we aim to study parameter-efficient model adaptation strategies for vision transformers on the image classification task. We formulate efficient model adaptation as a subspace training problem and perform a comprehensive benchmarking over different efficient adaptation methods. We conduct an empirical study on each efficient model adaptation method focusing on its performance alongside parameter cost. Furthermore, we propose a parameter-efficient model adaptation framework, which first selects submodules by measuring local intrinsic dimensions and then projects them into subspace for further decomposition via a novel Kronecker Adaptation method. We analyze and compare our method with a diverse set of baseline model adaptation methods (including state-of-the-art methods for pretrained language models). Our method performs the best in terms of the tradeoff between accuracy and parameter efficiency across 20 datasets under the few-shot setting and 7 image classification datasets under the full-shot setting.","https://ojs.aaai.org/index.php/AAAI/article/view/25160/24932"
"25161","DarkFeat: Noise-Robust Feature Detector and Descriptor for Extremely Low-Light RAW Images","['Yuze He', 'Yubin Hu', 'Wang Zhao', 'Jisheng Li', 'Yong-Jin Liu', 'Yuxing Han', 'Jiangtao Wen']","['Tsinghua University', 'Tsinghua University', 'Tsinghua University', 'Tsinghua University', 'Tsinghua University', 'Research Institute of Tsinghua University in Shenzhen', 'Eastern Institute for Advanced Study']","['CV: Vision for Robotics & Autonomous Driving', 'CV: Low Level & Physics-Based Vision']","He, Y., Hu, Y., Zhao, W., Li, J., Liu, Y.-J., Han, Y., & Wen, J. (2023). DarkFeat: Noise-Robust Feature Detector and Descriptor for Extremely Low-Light RAW Images. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 826-834. https://doi.org/10.1609/aaai.v37i1.25161","Abstract 					Low-light visual perception, such as SLAM or SfM at night, has received increasing attention, in which keypoint detection and local feature description play an important role. Both handcraft designs and machine learning methods have been widely studied for local feature detection and description, however, the performance of existing methods degrades in the extreme low-light scenarios in a certain degree, due to the low signal-to-noise ratio in images. To address this challenge, images in RAW format that retain more raw sensing information have been considered in recent works with a denoise-then-detect scheme. However, existing denoising methods are still insufficient for RAW images and heavily time-consuming, which limits the practical applications of such scheme. In this paper, we propose DarkFeat, a deep learning model which directly detects and describes local features from extreme low-light RAW images in an end-to-end manner.  A novel noise robustness map and selective suppression constraints are proposed to effectively mitigate the influence of noise and extract more reliable keypoints. Furthermore, a customized pipeline of synthesizing dataset containing low-light RAW image matching pairs is proposed to extend end-to-end training. Experimental results show that DarkFeat achieves state-of-the-art performance on both indoor and outdoor parts of the challenging MID benchmark, outperforms the denoise-then-detect methods and significantly reduces computational costs up to 70%. Code is available at https://github.com/THU-LYJ-Lab/DarkFeat.","https://ojs.aaai.org/index.php/AAAI/article/view/25161/24933"
"25162","GAM: Gradient Attention Module of Optimization for Point Clouds Analysis","['Haotian Hu', 'Fanyi Wang', 'Zhiwang Zhang', 'Yaonong Wang', 'Laifeng Hu', 'Yanhao Zhang']","['Zhejiang Leapmotor Technology CO., LTD.', 'OPPO Research Institute', 'The University of Sydney', 'Zhejiang Leapmotor Technology CO., LTD.', 'Zhejiang Leapmotor Technology CO., LTD.', 'OPPO Research Institute']","['CV: 3D Computer Vision', 'CV: Segmentation']","Hu, H., Wang, F., Zhang, Z., Wang, Y., Hu, L., & Zhang, Y. (2023). GAM: Gradient Attention Module of Optimization for Point Clouds Analysis. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 835-843. https://doi.org/10.1609/aaai.v37i1.25162","Abstract 					In the point cloud analysis task, the existing local feature aggregation descriptors (LFAD) do not fully utilize the neighborhood information of center points. Previous methods only use the distance information to constrain the local aggregation process, which is easy to be affected by abnormal points and cannot adequately fit the original geometry of the point cloud. This paper argues that fine-grained geometric information (FGGI) plays an important role in the aggregation of local features. Based on this, we propose a gradient-based local attention module to address the above problem, which is called Gradient Attention Module (GAM). GAM simplifies the process of extracting the gradient information in the neighborhood to explicit representation using the Zenith Angle matrix and Azimuth Angle matrix, which makes the module 35X faster. The comprehensive experiments on the ScanObjectNN dataset, ShapeNet dataset, S3DIS dataset, Modelnet40 dataset, and KITTI dataset demonstrate the effectiveness, efficientness, and generalization of our newly proposed GAM for 3D point cloud analysis. Especially in S3DIS, GAM achieves the highest index in the current point-based model with mIoU/OA/mAcc of 74.4%/90.6%/83.2%.","https://ojs.aaai.org/index.php/AAAI/article/view/25162/24934"
"25163","Self-Supervised Learning for Multilevel Skeleton-Based Forgery Detection via Temporal-Causal Consistency of Actions","['Liang Hu', 'Dora D. Liu', 'Qi Zhang', 'Usman Naseem', 'Zhong Yuan Lai']","['Tongji University\nDeepBlue Academy of Sciences', 'DeepBlue Academy of Sciences\nBirenTech Research', 'University of Technology Sydney\nDeepBlue Academy of Sciences', 'University of Sydney', 'DeepBlue Academy of Sciences']","['CV: Motion & Tracking', 'CV: Adversarial Attacks & Robustness', 'CV: Biometrics', 'Face', 'Gesture & Pose', 'DMKM: Anomaly/Outlier Detection', 'KRR: Action', 'Change', 'and Causality', 'ML: Unsupervised & Self-Supervised Learning']","Hu, L., Liu, D. D., Zhang, Q., Naseem, U., & Lai, Z. Y. (2023). Self-Supervised Learning for Multilevel Skeleton-Based Forgery Detection via Temporal-Causal Consistency of Actions. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 844-853. https://doi.org/10.1609/aaai.v37i1.25163","Abstract 					Skeleton-based human action recognition and analysis have become increasingly attainable in many areas, such as security surveillance and anomaly detection. Given the prevalence of skeleton-based applications, tampering attacks on human skeletal features have emerged very recently. In particular, checking the temporal inconsistency and/or incoherence (TII) in the skeletal sequence of human action is a principle of forgery detection. To this end, we propose an approach to self-supervised learning of the temporal causality behind human action, which can effectively check TII in skeletal sequences. Especially, we design a multilevel skeleton-based forgery detection framework to recognize the forgery on frame level, clip level, and action level in terms of learning the corresponding temporal-causal skeleton representations for each level. Specifically, a hierarchical graph convolution network architecture is designed to learn low-level skeleton representations based on physical skeleton connections and high-level action representations based on temporal-causal dependencies for specific actions. Extensive experiments consistently show state-of-the-art results on multilevel forgery detection tasks and superior performance of our framework compared to current competing methods.","https://ojs.aaai.org/index.php/AAAI/article/view/25163/24935"
"25164","Self-Emphasizing Network for Continuous Sign Language Recognition","['Lianyu Hu', 'Liqing Gao', 'Zekang Liu', 'Wei Feng']","['College of Intelligence and Computing, Tianjin University, Tianjin 300350, China', 'College of Intelligence and Computing, Tianjin University, Tianjin 300350, China', 'College of Intelligence and Computing, Tianjin University, Tianjin 300350, China', 'College of Intelligence and Computing, Tianjin University, Tianjin 300350, China']","['CV: Language and Vision', 'CV: 3D Computer Vision', 'CV: Applications', 'CV: Multi-modal Vision', 'CV: Video Understanding & Activity Analysis']","Hu, L., Gao, L., Liu, Z., & Feng, W. (2023). Self-Emphasizing Network for Continuous Sign Language Recognition. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 854-862. https://doi.org/10.1609/aaai.v37i1.25164","Abstract 					Hand and face play an important role in expressing sign language. Their features are usually especially leveraged to improve system performance. However, to effectively extract visual representations and capture trajectories for hands and face, previous methods always come at high computations with increased training complexity. They usually employ extra heavy pose-estimation networks to locate human body keypoints or rely on additional pre-extracted heatmaps for supervision. To relieve this problem, we propose a self-emphasizing network (SEN) to emphasize informative spatial regions in a self-motivated way, with few extra computations and without additional expensive supervision. Specifically, SEN first employs a lightweight subnetwork to incorporate local spatial-temporal features to identify informative regions, and then dynamically augment original features via attention maps. It's also observed that not all frames contribute equally to recognition. We present a temporal self-emphasizing module to adaptively emphasize those discriminative frames and suppress redundant ones. A comprehensive comparison with previous methods equipped with hand and face features demonstrates the superiority of our method, even though they always require huge computations and rely on expensive extra supervision. Remarkably, with few extra computations, SEN achieves new state-of-the-art accuracy on four large-scale datasets, PHOENIX14, PHOENIX14-T, CSL-Daily, and CSL. Visualizations verify the effects of SEN on emphasizing informative spatial and temporal features. Code is available at https://github.com/hulianyuyy/SEN_CSLR","https://ojs.aaai.org/index.php/AAAI/article/view/25164/24936"
"25165","Store and Fetch Immediately: Everything Is All You Need for Space-Time Video Super-resolution","['Mengshun Hu', 'Kui Jiang', 'Zhixiang Nie', 'Jiahuan Zhou', 'Zheng Wang']","['School of Computer Science, Wuhan University', 'Huawei Technologies, Cloud BU', 'School of Computer Science, Wuhan University', 'Wangxuan Institute of Computer Technology, Peking University', 'School of Computer Science, Wuhan University']","['CV: Computational Photography', 'Image & Video Synthesis']","Hu, M., Jiang, K., Nie, Z., Zhou, J., & Wang, Z. (2023). Store and Fetch Immediately: Everything Is All You Need for Space-Time Video Super-resolution. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 863-871. https://doi.org/10.1609/aaai.v37i1.25165","Abstract 					Existing space-time video super-resolution (ST-VSR) methods fail to achieve high-quality reconstruction since they fail to fully explore the spatial-temporal correlations, long-range components in particular. Although the recurrent structure for ST-VSR adopts bidirectional propagation to aggregate information from the entire video, collecting the temporal information between the past and future via one-stage representations inevitably loses the long-range relations. To alleviate the limitation, this paper proposes an immediate storeand-fetch network to promote long-range correlation learning, where the stored information from the past and future can be refetched to help the representation of the current frame. Specifically, the proposed network consists of two modules: a backward recurrent module (BRM) and a forward recurrent module (FRM). The former first performs backward inference from future to past, while storing future super-resolution (SR) information for each frame. Following that, the latter performs forward inference from past to future to super-resolve all frames, while storing past SR information for each frame. Since FRM inherits SR information from BRM, therefore, spatial and temporal information from the entire video sequence is immediately stored and fetched, which allows drastic improvement for ST-VSR. Extensive experiments both on ST-VSR and space video super-resolution (S-VSR) as well as time video super-resolution (T-VSR) have demonstrated the effectiveness of our proposed method over other state-of-the-art methods on public datasets. Code is available https://github.com/hhhhhumengshun/SFI-STVR","https://ojs.aaai.org/index.php/AAAI/article/view/25165/24937"
"25166","PointCA: Evaluating the Robustness of 3D Point Cloud Completion Models against Adversarial Examples","['Shengshan Hu', 'Junwei Zhang', 'Wei Liu', 'Junhui Hou', 'Minghui Li', 'Leo Yu Zhang', 'Hai Jin', 'Lichao Sun']","['School of Cyber Science and Engineering, Huazhong University of Science and Technology\nNational Engineering Research Center for Big Data Technology and System\nHubei Engineering Research Center on Big Data Security\nHubei Key Laboratory of Distributed System Security\nServices Computing Technology and System Lab', 'School of Cyber Science and Engineering, Huazhong University of Science and Technology\nNational Engineering Research Center for Big Data Technology and System\nHubei Engineering Research Center on Big Data Security\nHubei Key Laboratory of Distributed System Security\nServices Computing Technology and System Lab', 'School of Cyber Science and Engineering, Huazhong University of Science and Technology\nNational Engineering Research Center for Big Data Technology and System\nHubei Engineering Research Center on Big Data Security\nHubei Key Laboratory of Distributed System Security\nServices Computing Technology and System Lab', 'Department of Computer Science, City University of Hong Kong', 'School of Software Engineering, Huazhong University of Science and Technology', 'School of Information Technology, Deakin University', 'School of Computer Science and Technology, Huazhong University of Science and Technology\nNational Engineering Research Center for Big Data Technology and System\nServices Computing Technology and System Lab\nCluster and Grid Computing Lab', 'Department of Computer Science and Engineering, Lehigh University']","['CV: Adversarial Attacks & Robustness', 'CV: 3D Computer Vision']","Hu, S., Zhang, J., Liu, W., Hou, J., Li, M., Zhang, L. Y., Jin, H., & Sun, L. (2023). PointCA: Evaluating the Robustness of 3D Point Cloud Completion Models against Adversarial Examples. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 872-880. https://doi.org/10.1609/aaai.v37i1.25166","Abstract 					Point cloud completion, as the upstream procedure of 3D recognition and segmentation, has become an essential part of many tasks such as navigation and scene understanding. While various point cloud completion models have demonstrated their powerful capabilities, their robustness against adversarial attacks, which have been proven to be fatally malicious towards deep neural networks, remains unknown. In addition, existing attack approaches towards point cloud classifiers cannot be applied to the completion models due to different output forms and attack purposes. In order to evaluate the robustness of the completion models, we propose PointCA, the first adversarial attack against 3D point cloud completion models. PointCA can generate adversarial point clouds that maintain high similarity with the original ones, while being completed as another object with totally different semantic information. Specifically, we minimize the representation discrepancy between the adversarial example and the target point set to jointly explore the adversarial point clouds in the geometry space and the feature space. Furthermore, to launch a stealthier attack, we innovatively employ the neighbourhood density information to tailor the perturbation constraint, leading to geometry-aware and distribution-adaptive modifications for each point. Extensive experiments against different premier point cloud completion networks show that PointCA can cause the performance degradation from 77.9% to 16.7%, with the structure chamfer distance kept  below 0.01. We conclude that existing completion models are severely vulnerable to adversarial examples, and state-of-the-art defenses for point cloud classification will be partially invalid when applied to incomplete and uneven point cloud data.","https://ojs.aaai.org/index.php/AAAI/article/view/25166/24938"
"25167","High-Resolution Iterative Feedback Network for Camouflaged Object Detection","['Xiaobin Hu', 'Shuo Wang', 'Xuebin Qin', 'Hang Dai', 'Wenqi Ren', 'Donghao Luo', 'Ying Tai', 'Ling Shao']","['Tencent Youtu Lab', 'ETH Zurich', 'Mohamed bin Zayed University of Artificial Intelligence', 'University of Glasgow', 'Sun Yat-Sen University', 'Tencent Youtu Lab', 'Tencent Youtu Lab', 'Terminus Group']","['CV: Scene Analysis & Understanding', 'CV: Object Detection & Categorization', 'CV: Segmentation']","Hu, X., Wang, S., Qin, X., Dai, H., Ren, W., Luo, D., Tai, Y., & Shao, L. (2023). High-Resolution Iterative Feedback Network for Camouflaged Object Detection. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 881-889. https://doi.org/10.1609/aaai.v37i1.25167","Abstract 					Spotting camouflaged objects that are visually assimilated into the background is tricky for both object detection algorithms and humans who are usually confused or cheated by the perfectly intrinsic similarities between the foreground objects and the background surroundings. To tackle this challenge, we aim to extract the high-resolution texture details to avoid the detail degradation that causes blurred vision in edges and boundaries. We introduce a novel HitNet to refine the low-resolution representations by high-resolution features in an iterative feedback manner, essentially a global loop-based connection among the multi-scale resolutions. To design better feedback feature ﬂow and avoid the feature corruption caused by recurrent path, an iterative feedback strategy is proposed to impose more constraints on each feedback connection. Extensive experiments on four challenging datasets demonstrate that our HitNet breaks the performance bottleneck and achieves significant improvements compared with 29 state-of-the-art methods. In addition, to address the data scarcity in camouflaged scenarios, we provide an application example to convert the salient objects to camouflaged objects, thereby generating more camouflaged training samples from the diverse salient object datasets. Code will be made publicly available.","https://ojs.aaai.org/index.php/AAAI/article/view/25167/24939"
"25168","Leveraging Sub-class Discimination for Compositional Zero-Shot Learning","['Xiaoming Hu', 'Zilei Wang']","['University of Science and Technology of China', 'University of Science and Technology of China']","['CV: Object Detection & Categorization', 'CV: Applications', 'ML: Transfer', 'Domain Adaptation', 'Multi-Task Learning']","Hu, X., & Wang, Z. (2023). Leveraging Sub-class Discimination for Compositional Zero-Shot Learning. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 890-898. https://doi.org/10.1609/aaai.v37i1.25168","Abstract 					Compositional Zero-Shot Learning (CZSL) aims at identifying unseen compositions composed of previously seen attributes and objects during the test phase. In real images, the visual appearances of attributes and objects (primitive concepts) generally interact with each other. Namely, the visual appearances of an attribute may change when composed with different objects, and vice versa. But previous works overlook this important property. In this paper, we introduce a simple yet effective approach with leveraging sub-class discrimination. Specifically, we define the primitive concepts in different compositions as sub-classes, and then maintain the sub-class discrimination to address the above challenge. More specifically, inspired by the observation that the composed recognition models could account for the differences across sub-classes, we first propose to impose the embedding alignment between the composed and disentangled recognition to incorporate sub-class discrimination at the feature level. Then we develop the prototype modulator networks to adjust the class prototypes w.r.t. the composition information, which can enhance sub-class discrimination at the classifier level. We conduct extensive experiments on the challenging benchmark datasets, and the considerable performance improvement over state-of-the-art approaches is achieved, which indicates the effectiveness of our method. Our code is available at https://github.com/hxm97/SCD-CZSL.","https://ojs.aaai.org/index.php/AAAI/article/view/25168/24940"
"25169","GPTR: Gestalt-Perception Transformer for Diagram Object Detection","['Xin Hu', 'Lingling Zhang', 'Jun Liu', 'Jinfu Fan', 'Yang You', 'Yaqiang Wu']","['Xi’an Jiaotong University', ""Xi'an Jiaotong University"", ""Xi'an Jiaotong Univerisity"", 'Tongji Univerisity', 'National University of Singapore', ""Xi'an Jiaotong University\nLenovo Research""]","['CV: Applications', 'CMS: Simulating Humans', 'CV: Object Detection & Categorization', 'CV: Representation Learning for Vision']","Hu, X., Zhang, L., Liu, J., Fan, J., You, Y., & Wu, Y. (2023). GPTR: Gestalt-Perception Transformer for Diagram Object Detection. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 899-907. https://doi.org/10.1609/aaai.v37i1.25169","Abstract 					Diagram object detection is the key basis of practical applications such as textbook question answering. Because the diagram mainly consists of simple lines and color blocks, its visual features are sparser than those of natural images. In addition, diagrams usually express diverse knowledge, in which there are many low-frequency object categories in diagrams. These lead to the fact that traditional data-driven detection model is not suitable for diagrams. In this work, we propose a gestalt-perception transformer model for diagram object detection, which is based on an encoder-decoder architecture. Gestalt perception contains a series of laws to explain human perception, that the human visual system tends to perceive patches in an image that are similar, close or connected without abrupt directional changes as a perceptual whole object. Inspired by these thoughts, we build a gestalt-perception graph in transformer encoder, which is composed of diagram patches as nodes and the relationships between patches as edges. This graph aims to group these patches into objects via laws of similarity, proximity, and smoothness implied in these edges, so that the meaningful objects can be effectively detected. The experimental results demonstrate that the proposed GPTR achieves the best results in the diagram object detection task. Our model also obtains comparable results over the competitors in natural image object detection.","https://ojs.aaai.org/index.php/AAAI/article/view/25169/24941"
"25170","Resolving Task Confusion in Dynamic Expansion Architectures for Class Incremental Learning","['Bingchen Huang', 'Zhineng Chen', 'Peng Zhou', 'Jiayin Chen', 'Zuxuan Wu']","['Shanghai Key Lab of Intelligent Information Processing, School of Computer Science, Fudan University\nShanghai Collaborative Innovation Center on Intelligent Visual Computing', 'Shanghai Key Lab of Intelligent Information Processing, School of Computer Science, Fudan University\nShanghai Collaborative Innovation Center on Intelligent Visual Computing', 'University of Maryland, College Park, MD, USA', 'Shanghai Key Lab of Intelligent Information Processing, School of Computer Science, Fudan University\nShanghai Collaborative Innovation Center on Intelligent Visual Computing', 'Shanghai Key Lab of Intelligent Information Processing, School of Computer Science, Fudan University\nShanghai Collaborative Innovation Center on Intelligent Visual Computing']","['CV: Object Detection & Categorization', 'ML: Lifelong and Continual Learning']","Huang, B., Chen, Z., Zhou, P., Chen, J., & Wu, Z. (2023). Resolving Task Confusion in Dynamic Expansion Architectures for Class Incremental Learning. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 908-916. https://doi.org/10.1609/aaai.v37i1.25170","Abstract 					The dynamic expansion architecture is becoming popular in class incremental learning, mainly due to its advantages in alleviating catastrophic forgetting. However, task confu- sion is not well assessed within this framework, e.g., the discrepancy between classes of different tasks is not well learned (i.e., inter-task confusion, ITC), and certain prior- ity is still given to the latest class batch (i.e., old-new con- fusion, ONC). We empirically validate the side effects of the two types of confusion. Meanwhile, a novel solution called Task Correlated Incremental Learning (TCIL) is pro- posed to encourage discriminative and fair feature utilization across tasks. TCIL performs a multi-level knowledge distil- lation to propagate knowledge learned from old tasks to the new one. It establishes information flow paths at both fea- ture and logit levels, enabling the learning to be aware of old classes. Besides, attention mechanism and classifier re- scoring are applied to generate more fair classification scores. We conduct extensive experiments on CIFAR100 and Ima- geNet100 datasets. The results demonstrate that TCIL con- sistently achieves state-of-the-art accuracy. It mitigates both ITC and ONC, while showing advantages in battle with catas- trophic forgetting even no rehearsal memory is reserved. Source code: https://github.com/YellowPancake/TCIL.","https://ojs.aaai.org/index.php/AAAI/article/view/25170/24942"
